ANode,BNode,LINK_TYPE,DISTANCE,ONE_WAY
100426,100261,11,0.21652,0
100426,100420,11,2.41859,0
100426,100427,11,6.23219,0
100427,100230,11,0.52257,0
100427,100275,11,3.47057,0
100427,100426,11,6.23219,0
100428,100229,11,3.91077,0
100428,100230,11,2.922,0
100428,100235,11,0.09327,0
100429,100235,11,0.5305,0
100429,100237,11,1.85934,0
100429,100245,11,2.07637,0
100430,100244,11,2.44393,0
100430,100245,11,1.68241,0
100430,100432,11,1.00775,0
100431,100234,11,0.44682,0
100431,100241,11,0.99603,0
100431,100433,11,0.44777,0
100432,100234,11,0.04492,0
100432,100430,11,1.00775,0
100432,100433,11,0.32846,0
100433,100431,11,0.44777,0
100433,100432,11,0.32846,0
100433,100438,11,2.72728,0
100434,100204,11,0.66483,0
100434,100435,11,1.91185,0
100434,100437,11,0.51817,0
100435,100208,11,0.97623,0
100435,100215,11,3.32992,0
100435,100434,11,1.91185,0
100436,100171,11,0.99159,0
100436,100187,11,0.8217,0
100436,100197,11,1.10163,0
100437,100186,11,1.00514,0
100437,100434,11,0.51817,0
100437,100438,11,0.99837,0
100438,100433,11,2.72728,0
100438,100437,11,0.99837,0
100438,100439,11,1.32869,0
100439,100209,11,0.92299,0
100439,100438,11,1.32869,0
100439,100440,11,0.11593,0
100440,100185,11,0.22384,0
100440,100186,11,0.28023,0
100440,100439,11,0.11593,0
100441,100191,11,0.38045,0
100441,100442,11,0.04495,0
100441,100444,11,0.82556,0
100442,100214,11,0.66565,0
100442,100441,11,0.04495,0
100442,100443,11,0.71027,0
100443,100196,11,0.2691,0
100443,100442,11,0.71027,0
100443,100444,11,0.02708,0
100444,100441,11,0.82556,0
100444,100443,11,0.02708,0
100444,100445,11,0.66326,0
100445,100214,11,0.02687,0
100445,100444,11,0.66326,0
100445,100446,11,0.11614,0
100446,100173,11,1.05885,0
100446,100195,11,0.99811,0
100446,100445,11,0.11614,0
100447,100380,11,0.0542,0
100448,100367,11,0.03415,0
100448,100368,11,1.50893,0
100500,100383,11,10.54508,0
100600,100270,11,4.87049,0
100600,100602,11,8.39075,0
100601,100294,11,3.97028,0
100601,100602,11,4.59384,0
100602,100600,11,8.39075,0
100602,100601,11,4.59384,0
100700,100026,11,5.2243,0
100700,100384,11,3.93,0
100750,100344,11,1.08324,0
100750,100751,11,4.49548,0
100751,100750,11,4.49548,0
100751,100752,11,3.01771,0
100752,100751,11,3.01771,0
100752,100753,11,3.28006,0
100753,100752,11,3.28006,0
100753,100754,11,23.58541,0
100754,100753,11,23.58541,0
100754,100755,11,11.1525,0
100755,100754,11,11.1525,0
100755,100756,11,3.29297,0
100756,100755,11,3.29297,0
100800,100306,11,1.53304,0
100800,100317,11,5.71724,0
101000,100099,11,16.20076,0
101000,100100,11,23.28961,0
100334,100758,11,7.641,0
100758,100334,11,7.641,0
100757,100341,11,14.132,0
100341,100757,11,14.132,0
100999,100231,11,2.035,0
100999,100408,11,3.878,0
