ATCOCode,Node
627033129,6467
627033127,6467
627033077,6886
627033075,6886
627033073,6680
627033071,6692
627033085,6918
627033083,6918
627033081,6918
627033079,6918
627033093,7011
627033091,7011
627033089,7026
627033087,7026
627033101,7011
627033099,7011
627033097,7011
627033095,7011
627033173,6722
627033171,6722
627033169,6654
627033167,6654
627033183,6937
627033181,6937
627033177,6722
627033175,6751
627033201,6385
627033189,6950
627033187,6951
627033185,6951
627033209,6245
627033207,6089
627033205,6089
627033203,6385
627033141,6629
627033139,6629
627033137,6626
627033135,6626
627033149,6628
627033147,6628
627033145,6627
627033143,6627
627033157,6648
627033155,6648
627033153,6641
627033151,6641
627033165,6732
627033163,6732
627033161,6649
627033159,6649
627070000156,6789
627070000155,6789
627070000154,7026
627070000153,6952
627070000347,6054
627070000346,6055
627070000333,6176
627070000332,6123
627070000351,6433
627070000350,6967
627070000349,6967
627070000348,6968
627070000357,6580
627070000356,6580
627070000355,6574
627070000354,6574
627033217,6097
627033215,6088
627033213,6098
627033211,6245
627033225,6084
627033223,6085
627033221,6085
627033219,6097
627033233,7067
627033231,6083
627033229,6083
627033227,6084
627070000074,6612
627033239,7067
627033237,7067
627033235,7067
627070000557,5925
627070000504,6603
627070000489,6290
627070000488,6283
627070000621,6400
627070000620,6496
627070000619,6496
627070000558,5925
627070000670,7010
627070000669,7010
627070000668,6556
627070000622,6400
627070000694,5956
627070000684,6693
627070000683,6672
627070000682,6689
627070000372,7034
627070000371,7026
627070000359,6578
627070000358,6578
627070000476,6369
627070000406,6904
627070000405,6904
627070000373,7034
627070000483,6266
627070000482,6089
627070000480,6236
627070000479,6235
627070000487,6232
627070000486,6232
627070000485,6288
627070000484,6267
627032807,6846
627032805,6845
627032795,6783
627032781,6610
627032815,6866
627032813,6867
