SName,TIPLOC,Alpha,Data_Source,EASTING,NORTHING,Cube_Node
FAVERSHAM DOWN SDG NO 1,FAVRDS1,0,MCA,601745,160859,999999
FAVERSHAM SHUNT SIGNAL 34,FAVR34,0,MCA,601584,160901,999999
FAVERSHAM SIGNAL EK5060,FAV5060,0,MCA,602143,160813,999999
FAVERSHAM SIGNAL EK5062,FAV5062,0,MCA,602893,161191,999999
FAVERSHAM UP SIDINGS,FAVRUPS,0,MCA,601932,160772,999999
FAWKHAM JN NR/CTRL BNDRY,FAWKNRC,0XJ,MCA,559023,169214,999999
FAWKHAM JUNCTION,FAWKHMJ,0XW,MCA,559009,169218,999999
FAWLEY,FWLY,0,MCA,445501,103500,999999
FAWLEY ESSO,FWLYESO,0,MCA,445501,103500,999999
FAWLEY ESSO FHH,FWLYFHH,0,MCA,445427,104412,999999
FAWLEY GROUND FRAME,FWLYGF,0,MCA,445115,104984,999999
FAYGATE,FAYGATE,FGT,MSN,521721,134393,999999
FAZAKERLEY,FAZKRLY,FAZ,MSN,337933,397351,999999
FEARN,FEARN,FRN,MSN,281517,878241,100039
FEARN SIDINGS ISU (CE),FEARNSD,0,MCA,281530,878185,888888
FEATHERSTONE,FTHRSTN,FEA,MSN,442417,420454,999999
FELIN FRAN,FELNFRN,0,MCA,269142,198649,999999
FELIXSTOWE,FLXSTOW,FLX,MSN,630222,235140,999999
FELIXSTOWE BEACH,FLXSBCH,0,MCA,629156,233475,999999
FELIXSTOWE BEACH JUNCTION,FLXSBJN,0,MCA,629156,233475,999999
FELIXSTOWE CREEK R.S,FLXSCRS,0,MCA,629126,233422,999999
FELIXSTOWE CREEK SDGS EWS,FLXSSTO,0,MCA,629075,233337,999999
FELIXSTOWE NORTH EWS,FLXSNEW,0,MCA,627423,234577,999999
FELIXSTOWE NORTH F.L.T.,FLXSNFL,0,MCA,627419,234595,999999
FELIXSTOWE NORTH GBRF,FLXSNGB,0,MCA,627422,234580,999999
FELIXSTOWE SOUTH EWS,FLXSSEW,0,MCA,628556,232764,999999
FELIXSTOWE SOUTH F.L.T.,FLXSSFL,0,MCA,627419,234595,999999
FELIXSTOWE SOUTH GBRF,FLXSSGB,0,MCA,628556,232755,999999
FELLGATE,FELL,FEG,MSN,433056,562661,999999
FELTHAM GRID SIDING,FELTGS,0,MCA,510855,173387,999999
FELTHAM JN,FELTHMJ,0,MCA,512841,173815,999999
FELTHAM SIGNAL F453,FELT453,0,MCA,510855,173387,999999
FENITON,FENITON,FNT,MSN,309501,99336,999999
FENNY COMPTON,FENNYCM,0XF,MCA,439518,258698,999999
FENNY COMPTON CE SDGS,FENYCE,0,MCA,442887,252702,999999
FENNY COMPTON EXCHNGE SDGS,FENNEX,0,MCA,436870,252090,999999
FENNY COMPTON M.O.D.,FENYMOD,0,MCA,436862,252033,999999
FENNY COMPTON SIG. OL7150,FENN715,0,MCA,286200,931659,888888
FENNY STRATFORD,FSTR,FEN,MSN,488170,234284,999999
FERME PARK DIESEL SDGS,FRMPKDS,0,MCA,531155,188563,999999
FERME PARK LONDON CONCRETE,FRMPKLC,0,MCA,531192,188597,999999
FERME PARK REC LN GBRF,FRMPRSG,0,MCA,531167,188590,999999
FERME PARK RECP.,FRMPKRS,0XF,MCA,531192,188597,999999
FERNHILL,FERNHIL,FER,MSN,303597,199575,999999
FERRIBY,FERRIBY,FRY,MSN,498554,425544,999999
FERRYBRIDGE C PWR STN FLHH,FERYFHH,0,MCA,447941,425277,999999
FERRYBRIDGE H.S.,FERYHS,0,MCA,448070,425101,999999
FERRYBRIDGE NORTH JN,FERYBDG,0,MCA,448205,424186,999999
FERRYBRIDGE NP LOCO DEPOT,FERYLD,0,MCA,448070,425098,999999
FERRYBRIDGE NP REPAIR DP,FERYRD,0,MCA,448069,425095,999999
FERRYBRIDGE POWER STATION,FERYBPS,0,MCA,447938,425281,999999
FERRYBRIDGE PWR STN GBRF,FERYGBF,0,MCA,447945,425272,999999
FERRYBRIDGE SIG 624,FERY624,0,MCA,448048,424854,999999
FERRYHILL STH. JN.,FYHLSJN,0,MCA,430817,530743,999999
FERRYHILL T.C. OLD YARD,FYHLTC,0,MCA,430464,531361,999999
FERRYHILL THOMPSON,FYHLTHO,0,MCA,430464,531364,999999
FERRYHILL YARD MARCROFT,FYHLMAR,0,MCA,430466,531359,999999
FERRYSIDE,FYSD,FYS,MSN,236608,210415,999999
FFAIRFACH,FFAIRFC,FFA,MSN,262916,221269,999999
FIDDLERS FERRY P STN FLHH,FDLRFHH,0,MCA,354672,385826,999999
FIDDLERS FERRY P STN GBRF,FDLRGBF,0,MCA,354672,385826,999999
FIDDLERS FERRY POWER STN,FDLRSFY,0,MCA,354671,385826,999999
FIDDLERS FERRY S.B.,FDLRSSB,0,MCA,355339,386050,999999
FIELD SIDINGS,LMNGFDS,0,MCA,431153,265299,999999
FIFOOTS PNT PWR STN FLINER,FIFOTFL,0,MCA,333497,184999,999999
FILEY,FILEY,FIL,MSN,511379,480670,999999
FILTON ABBEY WOOD,FILTNEW,FIT,MSN,360959,178403,999999
FILTON JN,FILTONJ,0,MCA,361132,179334,999999
FILTON WEST JN,FILTNWJ,0,MCA,360635,179894,999999
FINCHLEY ROAD & FROGNAL,FNCHLYR,FNY,MSN,526026,185024,999999
FINE LANE L.C.,LCHTFIN,0,MCA,416551,312812,999999
FINNIESTON EAST JN,FNSTNEJ,0,MCA,255996,666140,888888
FINNIESTON WEST JN,FNSTNWJ,0,MCA,255989,666147,888888
FINNINGLEY,FINNGLY,0FG,MCA,467136,399749,999999
FINSBURY PARK,FNPK,FPK,MSN,531344,186790,999999
FINSBURY PARK SIG K380,FNPK380,0,MCA,531344,186790,999999
FINSBURY PARK SIG K381,FNPK381,0,MCA,531344,186790,999999
FINSBURY PARK SIG K392,FNPK392,0,MCA,531378,187259,999999
FINSBURY PARK SIG K68,FNPK68,0,MCA,531377,187234,999999
FINSBURY PARK SIGNAL 407,FNPK407,0,MCA,531344,186790,999999
FINSBURY PARK SIGS K378/9,FNPK378,0,MCA,531285,186261,999999
FINSTOCK,FINSTCK,FIN,MSN,436636,217258,999999
FIRBECK JN,FRBCKJ,0,MCA,457839,393382,999999
FIRSBY,TCULFRY,0,MCA,545753,363427,999999
FISHBOURNE (SUSSEX),FSHBORN,FSB,MSN,483498,105065,999999
FISHERSGATE,FSHRSGT,FSG,MSN,525472,105373,999999
FISHGUARD & GOODWICK,FGDHGWK,FGW,MSN,195263,239197,999999
FISHGUARD HARBOUR,FGDHBR,FGH,MSN,195169,238928,999999
FISHGUARD HARBOUR SIDING,FGDHSDG,0XF,MCA,195263,239197,999999
FISKERTON,FISKRTN,FSK,MSN,473019,352031,999999
FITZWILLIAM,FITZWLM,FZW,MSN,441457,415295,999999
FIVE WAYS,FIVEWYS,FWY,MSN,405980,285850,999999
FLAX BOURTON,FLAXB,0,MCA,352093,169684,999999
FLEET,FLEET,FLE,MSN,481605,155266,999999
FLETTON JN.,FLETTON,0,MCA,519155,296837,999999
FLIMBY,FLIMBY,FLM,MSN,302087,533829,999999
FLINT,FLINT,FLN,MSN,324556,373114,999999
FLITWICK,FLITWCK,FLT,MSN,503435,234943,999999
FLITWICK JN,FLITWCJ,0,MCA,503174,235377,999999
FLIXBORO WHARF FABOR PREST,SCNTFLX,0,MCA,485896,414494,999999
FLIXSTWE NTH DOCKS RP GBRF,FLXSNRP,0,MCA,627419,234595,999999
FLIXSTWE STH DOCKS RP GBRF,FLXSSRP,0,MCA,628556,232755,999999
FLIXTON,FLIXTON,FLI,MSN,374652,394186,999999
FLORDON LEVEL XING,TROWFLR,0,MCA,619377,297190,999999
FLORISTON,FLORSTN,0,MCA,335596,564048,888888
FLOWERY FIELD,FLWRYFD,FLF,MSN,394781,396069,999999
FOBBING CROSSING,FOBBING,0,MCA,571047,186271,999999
FODDERTY I.B.,FDRTYIB,0,MCA,252288,859114,888888
FOLKESTONE CENTRAL,FLKSTNC,FKC,MSN,621996,136275,999999
FOLKESTONE EAST,FLKSTNE,0FK,MCA,623461,136895,999999
FOLKESTONE EAST SIG YE18,FLKS18,0,MCA,624483,137616,999999
FOLKESTONE EAST TRAIN ROAD,FLKSETR,0,MCA,623687,137046,999999
FOLKESTONE HARBOUR,FLKSTNH,0FK,MCA,623453,135767,999999
FOLKESTONE WEST,FLKSTNW,FKW,MSN,620967,136447,999999
FOLLY LANE I.C.I. SDGS,FLYLAIC,0,MCA,349935,382143,999999
FORD,FORD,FOD,MSN,500203,104284,999999
FORD JUNCTION,FORDJN,0,MCA,500645,104063,999999
FORDERS SDGS,FDRSSDG,0,MCA,501832,243185,999999
FORDERS SDGS F/L HEAVY HL,FDRSFHH,0,MCA,501833,243184,999999
FORDERS SIDING SIG MV250,FDRS250,0,MCA,501762,242858,999999
FORDERS SIDINGS GBRF,FDRSGBR,0,MCA,501833,243184,999999
FORDERS SIDINGS SIGNAL 233,FDRS233,0,MCA,501762,242858,999999
FORDERS SIDINGS SIGNAL 28,FDRS28,0,MCA,501762,242858,999999
FORDERS SIGNAL BOX/LOOP,FDRSSBL,0,MCA,501762,242858,999999
FORDHAM,FRDHAM,0,MCA,561712,269897,999999
FORDS SDGS HALEWOOD,HALWFSD,0,MCA,345089,384407,999999
FOREST GATE,FRSTGT,FOG,MSN,540364,185307,999999
FOREST GATE,FRSTGTJ,FOG,MSN,541178,185521,999999
FOREST HILL,FORESTH,FOH,MSN,535400,172939,999999
FORMBY,FORMBY,FBY,MSN,329151,406932,999999
FORMBY SIGNAL 97,FORMS97,0,MCA,329124,407709,999999
FORRES,FORRES,FOR,MSN,302966,858923,100041
FORRES LOOP,FORRESL,0,MCA,303211,859086,888888
FORSINARD,FORSNRD,FRS,MSN,289087,942495,100004
FORSINARD C.E.,FORSNCE,0,MCA,288924,942478,888888
FORSINARD L.C.,FORSNLC,0,MCA,289087,942495,888888
FORT MATILDA,FRTMTLD,FTM,MSN,225591,677515,100120
FORT WILLIAM,FRTWLM,FTW,MSN,210676,774229,100385
FORT WILLIAM (FLT DUP),FRTWBAF,0,MCA,212296,775093,888888
FORT WILLIAM ALCAN GBRF,FRTWAGB,0,MCA,211818,775106,888888
FORT WILLIAM BA G.F.,FRTWGF,0,MCA,212379,774863,888888
FORT WILLIAM BRITISH ALCAN,FRTWBAC,0,MCA,212292,775091,888888
FORT WILLIAM C.E.,FRTWLCE,0,MCA,211668,774744,888888
FORT WILLIAM DCC ENERGY,FRTWDCC,0,MCA,211818,775106,888888
FORT WILLIAM J.YD T.C.,FRTWJYD,0,MCA,211634,774796,888888
FORT WILLIAM JN,FRTWJN,0,MCA,211448,774550,888888
FORT WILLIAM JN FLT,FRTWJFL,0,MCA,211839,775149,888888
FORT WILLIAM STATION SDGS,FRTWLMS,0,MCA,210661,774235,888888
FORT WILLIAM TIMBER LOAD,FRTWTLP,0,MCA,211818,775106,888888
FORTEVIOT L.C.,FRTEVOT,0,MCA,305611,718003,888888
FORTH BANKS LINE,FRTHBKL,0,MCA,424248,563393,999999
FOSSE ROAD (LEAMINGTON),LMNGFOS,0,MCA,434302,261529,999999
FOULDUBS JN,FOLDBSJ,0,MCA,291616,680920,888888
FOUR ASHES LOOP,FRASL,0,MCA,391598,308798,999999
FOUR OAKS,FOUROKS,FOK,MSN,411748,298009,999999
FOURSTONES,HYDBFST,0,MCA,389992,567133,999999
FOWEY DOCK CARNE POINT,FOWEYDK,0,MCA,212423,52961,999999
FOXFIELD,FOXFILD,FOX,MSN,320899,485421,999999
FOXHALL JN,FOXHALJ,0XJ,MCA,451727,190886,999999
FOXLOW JN,FOXLOWJ,0,MCA,442907,375870,999999
FOXTON,FOXTON,FXN,MSN,540917,248770,999999
FOXTON EXCHANGE SIDINGS,FOXTRC,0,MCA,540609,248761,999999
FOXTON FHH,FOXTFHH,0,MCA,540609,248762,999999
FRANT,FRANT,FRT,MSN,560735,136350,999999
FRATTON,FRATTON,FTN,MSN,465347,100055,999999
FRATTON C.H.S.,FRATNCS,0,MCA,465472,100002,999999
FRATTON C.S.D.,FRATCSD,0XF,MCA,465472,100002,999999
FRATTON DEPOT F.P.,FRATDFP,0,MCA,465473,100002,999999
FRATTON EAST,FRATTNE,0,MCA,465750,100555,999999
FRATTON OLD YARD,FRATTOY,0,MCA,465472,100002,999999
FRATTON S.S.,FRATTNY,0,MCA,465579,100131,999999
FRATTON SHUNT SIGNAL HT554,FRAT554,0,MCA,465579,100131,999999
FRATTON SIGNAL 460,FRAT460,0,MCA,465579,100131,999999
FRATTON SIGNAL 553,FRAT553,0,MCA,465579,100131,999999
FRATTON SIGNAL 555,FRAT555,0,MCA,465785,100655,999999
FRATTON STAFF HALT,FRATTSH,0,MCA,465246,100025,999999
FRATTON T&R.S.M.D,FRATTMD,0,MCA,465472,100002,999999
FREEMANS L.C.,FREMNSX,0,MCA,429507,584693,999999
FRESHFIELD,FRSHFLD,FRE,MSN,329104,408320,999999
FRESHFORD,FRESHFD,FFD,MSN,379160,160342,999999
FRIARS JN,FRIARSJ,0,MCA,521128,181654,999999
FRIMLEY,FRIMLEY,FML,MSN,487426,157704,999999
FRIMLEY JN,FRIMLYJ,0,MCA,488427,156547,999999
FRINTON-ON-SEA,FRINTON,FRI,MSN,623531,220440,999999
FRISBY,MLTNFBY,0,MCA,469305,317882,999999
FRITWELL AND SOMERTON,HEYFFRI,0,MCA,449036,227810,999999
FRIZINGHALL,FRZNGHL,FZH,MSN,415333,435978,999999
FRODSHAM,FRDSHM,FRD,MSN,351860,377887,999999
FRODSHAM JN,FRDSHMJ,0,MCA,353438,379067,999999
FRODSHAM JN UGL,FRDSUGL,0,MCA,353438,379067,999999
FROME,FROME,FRO,MSN,378453,147631,999999
FROME NETWORK RAIL DN SDG,FROMNRS,0,MCA,378459,147526,999999
FROME NORTH,FROMNSB,0,MCA,378655,148052,999999
FRON JUNCTION,WELSFLC,0,MCA,322558,303246,999999
FT.WILLIAM SIDINGS FLT,FRTWFLT,0,MCA,210665,774236,888888
FULBOURNE,FULBRNE,0,MCA,552463,256781,999999
FULWELL,FULWELL,FLW,MSN,514822,171825,999999
FULWELL JN,FULWELJ,0,MCA,515175,171973,999999
FULWELL SIGNAL F411,FULW411,0,MCA,515092,171936,999999
FULWELL SIGNAL F417,FULW417,0,MCA,515092,171936,999999
FURNESS VALE,FURNESV,FNV,MSN,400871,383505,999999
FURZE PLATT,FURZEP,FZP,MSN,488303,182396,999999
FURZEBROOK OIL SIDINGS,FRZBGCE,0,MCA,393078,84187,999999
FV EK4327 SIG FAVERSHAM,FAV4327,0,MCA,600696,160945,999999
FV EK4352 SIG FAVERSHAM,FAV4352,0,MCA,602154,160694,999999
GAER JN,GAERJ,0,MCA,330323,187100,999999
GAERWEN,GRWN,0,MCA,248459,370758,999999
GAINSBORO' LEA RD MELROSE,GBROLRB,0,MCA,481619,388534,999999
GAINSBOROUGH CENTRAL,GBROC,GNB,MSN,481908,389869,999999
GAINSBOROUGH LEA ROAD,GBGHLRD,GBL,MSN,481954,388389,999999
GAINSBOROUGH TRENT JNS,GBROTJ,0,MCA,481166,388249,999999
GAINSBRO LEA ROAD CHAFERS,GBROCHA,0,MCA,481765,388493,999999
GAMSTON,GRRDGAM,0,MCA,472328,376260,999999
GANNOW JN,GANNOWJ,0,MCA,382476,432532,999999
GARELOCHHEAD,GRLCHHD,GCH,MSN,224264,691058,100126
GARELOCHHEAD C.E.,GRLCHCE,0,MCA,224286,691141,888888
GARFORTH,GARFRTH,GRF,MSN,440772,433545,999999
GARGRAVE,GRGRAVE,GGV,MSN,393206,453580,999999
GARNQUEEN NORTH JN,GRNQNNJ,0,MCA,272443,668535,888888
GARROWHILL,GARROWH,GAR,MSN,266807,664508,100238
GARSCADDEN,GSCD,GRS,MSN,252251,668554,100206
GARSDALE,GARSDLE,GSD,MSN,378845,491794,999999
GARSDALE URS (CE),GARSCE,0,MCA,379146,492015,999999
GARSTANG & CATTERAL,GSTANG,0,MCA,350953,443686,999999
GARSTON (HERTS),GRSTH,GSN,MSN,511969,199900,999999
GARSTON (MERSDE)CLOSED,GRSTM,0GR,MCA,340565,384847,999999
GARSTON (MERSEYSIDE) (FHH),GRSTFHH,0,MCA,341752,384345,999999
GARSTON AUTO COMPOUND(FLR),GRSTNSL,0,MCA,342263,384097,999999
GARSTON CAR TERMINAL GBRF,GRSTCTG,0,MCA,342240,384389,999999
GARSTON CHURCH ROAD,GRSTNCR,0,MCA,340387,384345,999999
GARSTON F.L.T.,GRSTNFT,0,MCA,340211,384381,999999
GARSTON JN,GRSTNJ,0,MCA,340956,384353,999999
GARSTON UP SIDINGS,GRSTNUS,0,MCA,341233,384398,999999
GARSTON(SPEKE) T.C.,GRSTNSS,0,MCA,341233,384398,999999
GARSWOOD,GARW,GSW,MSN,355501,399239,999999
GARTCOSH,GRTCSH,GRH,MSN,270061,667778,100267
GARTCOSH JN,GRTCSHJ,0,MCA,270464,667655,888888
GARTCOSH RUSSELL JG TRNST,GRTCSHR,0,MCA,270397,667683,888888
GARTH (BRIDGEND),GRTHMG,GMG,MSN,286320,189924,999999
GARTH (POWYS),GARTH,GTH,MSN,295356,249434,999999
GARTLY,GTLY,0,MCA,352261,832380,888888
GARTSHERRIE SOUTH JN,GSHRSJN,0,MCA,272208,666680,888888
GARTSHORE,GTSR,0,MCA,271387,674728,888888
GARTSHORE D.P.L.,GTSRDPL,0,MCA,271387,674728,888888
GARTSHORE U.P.L.,GTSRUPL,0,MCA,271387,674728,888888
GARVE,GARVE,GVE,MSN,239504,861297,100024
GARVE C.E.,GARVECE,0,MCA,239513,861227,888888
GARVE L.C.,GARVELC,0,MCA,239504,861297,888888
GAS FACTORY JN,GASFCTJ,0,MCA,537196,182338,999999
GAS FACTORY LOOP,GASFLP,0,MCA,536801,181855,999999
GASCOIGNE WOOD BARDON AGG.,GWSYBAG,0,MCA,452188,431712,999999
GASCOIGNE WOOD DOWN (DBS),GSCGDBS,0,MCA,452217,431685,999999
GASCOIGNE WOOD DOWN (FHH),GSCGFHH,0,MCA,452223,431689,999999
GASCOIGNE WOOD DOWN LOOP,GSCGDL,0,MCA,452217,431685,999999
GASCOIGNE WOOD JN.,GSCGNWJ,0,MCA,451668,431714,999999
GASCOIGNE WOOD SIDINGS,GWSYBKR,0,MCA,452161,431653,999999
GASCOIGNE WOOD SIG 5926,GSCG926,0,MCA,452217,431685,999999
GASCOIGNE WOOD UP (FHH),GWSYFHH,0,MCA,452165,431653,999999
GATHURST,GATHRST,GST,MSN,354116,407207,999999
GATLEY,GATLEY,GTY,MSN,384748,388485,999999
GATWICK AIRPORT,GTWK,GTW,MSN,528715,141260,999999
GATWICK AIRPORT C.H.S.,GTWKACS,0XG,MCA,528702,140828,999999
GATWICK AIRPORT SIG. T1161,GTWK116,0,MCA,528694,142030,999999
GATWICK AIRPORT SIG. T1168,GTWK168,0,MCA,528694,142030,999999
GATWICK UP SIDING NORTH,GTWKUSN,0,MCA,528685,141672,999999
GEDDINGTON,KETRGED,0,MCA,487552,285206,999999
GEDLING COLLIERY,GEDLCOL,0,MCA,461417,343555,999999
GENWEN JN,LLDEGEN,0,MCA,254011,199009,999999
GEORGEMAS JUNCTION,GRGMASJ,GGJ,MSN,315506,959281,100010
GEORGEMAS JUNCTION C.E.,GRGMACE,0,MCA,315324,959207,888888
GERARDS BRIDGE JCN,GERABJN,0,MCA,351624,396265,999999
GERRARDS CROSS,GERRDSX,GER,MSN,500200,188763,999999
GERRARDS CROSS SIDING,GERDXSS,0,MCA,499714,189088,999999
GIBBET HILL JUNCTION,COVNGHJ,0,MCA,433462,277671,999999
GIDEA PARK C.H.S.,GIDEPKS,0,MCA,553744,189878,999999
GIDEA PARK CNTR'Y END SPUR,GIDECES,0,MCA,553826,189934,999999
GIDEA PARK JN,GIDEPKJ,0,MCA,553842,189930,999999
GIDEA PARK MIDDLE SIDING,GIDEPKM,0,MCA,553387,189626,999999
GIDEA PARK RAILSTORE,GIDEPKR,0,MCA,553409,189662,999999
GIDEA PARK SIGNAL L5125,GIDE125,0,MCA,552955,189317,999999
GIDEA PARK UP GOODS LOOP,GIDEUGL,0,MCA,552955,189317,999999
GIFFNOCK,GIFNOCK,GFN,MSN,256377,659112,100174
GIGGLESWICK,GGLSWCK,GIG,MSN,380274,462913,999999
GILBERDYKE,GLBRDYK,GBD,MSN,483743,428697,999999
GILFACH FARGOED,GLFCHFR,GFF,MSN,315243,199088,999999
GILLINGHAM (DORSET),GLHM,GIL,MSN,381005,126112,999999
GILLINGHAM (DORSET) CE,GLHMCE,0,MCA,380893,126043,999999
GILLINGHAM (DORSET) SIG 23,GLHM23,0,MCA,380700,125970,999999
GILLINGHAM (KENT),GLNGHMK,GLM,MSN,577588,168393,999999
GILLINGHAM (KENT) SIG 26,GLNG26,0,MCA,233529,654648,888888
GILLINGHAM C.S.D.,GLNGCSD,0,MCA,578223,168364,999999
GILLINGHAM DOWN SIDINGS,GLNGDNS,0,MCA,577872,168461,999999
GILLINGHAM E.M.U.D.,GLNGDEP,0XG,MCA,578223,168364,999999
GILLINGHAM EWS SIDINGS,GLNGLCS,0,MCA,577856,168458,999999
GILLINGHAM RECEPTION ROAD,GLNGREC,0,MCA,577860,168453,999999
GILLINGHAM SIGNAL 4680,GLHM680,0,MCA,381005,126112,999999
GILLINGHAM SIGNAL NO.4677,GLHM677,0,MCA,381005,126112,999999
GILLINGHAM UP SDGS,GLNGMUS,0,MCA,578223,168364,999999
GILSHOCHILL,LAMBH,GSC,MSN,257372,669488,100205
GIPSY HILL,GIPSYH,GIP,MSN,533267,171261,999999
GIRVAN,GIRVAN,GIR,MSN,219034,598399,100336
GIRVAN C.E.,GIRVANC,0,MCA,219114,598237,888888
GISBURN TUNNEL,GISBTNL,0,MCA,382730,448967,999999
GLAISDALE,GLAISDL,GLS,MSN,478321,505565,999999
GLAN CONWY,GLNCNWY,GCW,MSN,280210,376117,999999
GLANDYFI,MCHYGLA,0,MCA,269265,296800,999999
GLASGOW BRIDGE STREET JN,GLGCBSJ,0,MCA,258590,664305,888888
GLASGOW BRIDGETON YARD C&W,BRIDYCW,0,MCA,261432,662346,888888
GLASGOW CENTRAL,GLGC,GLC,MSN,258753,665138,100204
GLASGOW CENTRAL GANTRY A,GANTRYA,0,MCA,258746,664966,888888
GLASGOW CENTRAL LOW LEVEL,GLGCLL,GLC,MSN,258741,665118,100204
GLASGOW CENTRAL N0.1 SDG,GLGCSD1,0,MCA,258680,664704,888888
GLASGOW CENTRAL NO 3 SDG,GLGCSD3,0,MCA,258675,664662,888888
GLASGOW CENTRAL NO 4 SDG,GLGCSD4,0,MCA,258678,664684,888888
GLASGOW CENTRAL NO 5 SDG,GLGCSD5,0,MCA,258680,664699,888888
GLASGOW CENTRAL NO. 2 SDG,GLGCN2L,0,MCA,258629,664498,888888
GLASGOW QUEEN STREET,GLGQHL,GLQ,MSN,259219,665622,100203
GLASGOW QUEEN STREET LL,GLGQLL,GLQ,MSN,259231,665538,100203
GLASGOW WORKS,GLGWWKS,0,MCA,260514,666629,888888
GLASSHOUGHTON,GLASHTN,GLH,MSN,443539,423819,999999
GLAZEBROOK,GLAZBRK,GLZ,MSN,369544,392491,999999
GLAZEBROOK B.T.P.,GLAZBTP,0,MCA,371633,392128,999999
GLAZEBROOK EAST JN & SDGS,GLAZBKE,0,MCA,369981,392657,999999
GLEN DOUGLAS,GLDL,0,MCA,227550,699912,888888
GLEN DOUGLAS M.O.D.,GLDLMOD,0,MCA,227823,699920,888888
GLEN FALLOCH,GLFALCH,0,MCA,231673,720263,888888
GLEN PARVA JN,WGSTGPJ,0,MCA,458598,298606,999999
GLENCARRON,GLCARON,0,MCA,206293,850803,888888
GLENDON,KETRGLN,0,MCA,485122,282546,999999
GLENEAGLES,GLNEGLS,GLE,MSN,292902,710486,100081
GLENFINNAN,GLNFNNN,GLF,MSN,189878,780980,100055
GLENFINNAN C.E.,GLNFCE,0,MCA,189944,780939,888888
GLENGARNOCK,GLGN,GLG,MSN,232162,652748,100135
GLENGARNOCK C.E.,GLNGRCE,0,MCA,232222,652872,888888
GLENGARNOCK SIG PG183,GLGN183,0,MCA,233499,654614,888888
GLENGARNOCK SIG PG185,GLGN185,0,MCA,232612,653128,888888
GLENGARNOCK U.G.L.,GLGNUGL,0,MCA,232342,652911,888888
GLENROTHES SIG ET556,GLNR556,0,MCA,329078,697208,888888
GLENROTHES SIG ET558,GLNR558,0,MCA,329078,697208,888888
GLENROTHES SIGNAL ET867,GLNR867,0,MCA,329078,697208,888888
GLENROTHES WITH THORNTON,GLNRTHS,GLT,MSN,329111,697212,100374
GLENWHILLY,GLNWHLY,0,MCA,217076,571031,888888
GLOSSOP,GLSP,GLO,MSN,403451,394208,999999
GLOUCESTER,GLOSTER,GCR,MSN,383615,218644,999999
GLOUCESTER BARNWOOD JCT,BNWDJN,GCR,MSN,385250,218418,999999
GLOUCESTER CARRIAGE SDGS,GLOSCHS,0,MCA,381542,219491,999999
GLOUCESTER GROUND SIG 444,GLOS444,0,MCA,384432,218174,999999
GLOUCESTER GROUND SIG 446,GLOS446,0,MCA,384167,218274,999999
GLOUCESTER GROUND SIG 454,GLOS454,0,MCA,383911,218420,999999
GLOUCESTER HORTON ROAD,GLOSTHR,0,MCA,381542,219491,999999
GLOUCESTER L.I.P.,GLOSLIP,0,MCA,383569,218746,999999
GLOUCESTER N.Y.,GLOSTNY,0,MCA,384688,217818,999999
GLOUCESTER OLD YARD,GLOSTOY,0,MCA,384010,218447,999999
GLOUCESTER OVER JN,GLOSOVR,0,MCA,381542,219491,999999
GLOUCESTER ROAD JUNCTION,SELHGRJ,0XG,MCA,533250,167117,999999
GLOUCESTER SIG. G156,GLOS156,0,MCA,384688,217818,999999
GLOUCESTER SIG. G239,GLOS239,0,MCA,384688,217818,999999
GLOUCESTER SIG. G256,GLOS256,0,MCA,384688,217818,999999
GLOUCESTER SIG. G31,GLOSS31,0,MCA,382994,219131,999999
GLOUCESTER SIG. G339,GLOS339,0,MCA,384846,218008,999999
GLOUCESTER SIG. G356,GLOS356,0,MCA,384654,217737,999999
GLOUCESTER SIGNAL 423,GLOS423,0,MCA,381542,219491,999999
GLOUCESTER YARD JN,GLOSTYJ,0,MCA,384398,217339,999999
GLYNDE,GLYNDE,GLY,MSN,545798,108664,999999
GOATHLAND,GTHLAND,0XG,MCA,483739,501257,999999
GOBOWEN,GOBOWEN,GOB,MSN,330372,333319,999999
GOBOWEN CAMBRIAN RAILWAYS,GOBOCHR,0,MCA,330348,333361,999999
GOBOWEN GROUND SIGNAL GN6,GOBOW6,0,MCA,330372,333319,999999
GOBOWEN RUN ROUND/CE SDGS,GOBORRS,0,MCA,330464,333156,999999
GODALMING,GDLMING,GOD,MSN,496611,143927,999999
GODLEY,GODLY,GDL,MSN,396393,395059,999999
GODLEY EAST,GODLEYE,0GD,MCA,396797,394686,999999
GODSTONE,GODSTON,GDN,MSN,536204,148353,999999
GODSTONE TIP,GODSLFS,0,MCA,534888,148529,999999
GODSTONE TIP GROUND FRAME,GODSTGF,0,MCA,534944,148532,999999
GOLBORNE JN,GOLBRNJ,0,MCA,360314,396358,999999
GOLDTHORPE,GLDTHRP,GOE,MSN,445637,404332,999999
GOLF STREET,GOLFSTR,GOF,MSN,355769,734219,100095
GOLLANFIELD,GLFIELD,0,MCA,281173,853224,888888
GOLSPIE,GOLSPIE,GOL,MSN,282521,899696,100040
GOMSHALL,GOMSHAL,GOM,MSN,508840,147808,999999
GOODMAYES,GODMAYS,GMY,MSN,546489,187328,999999
GOODMAYES UP RECEPTION,GDMYSUR,0,MCA,546489,187328,999999
GOODRINGTON C.H.S,GOODCHS,0XF,MCA,289017,59862,999999
GOODRINGTON SANDS,GOODSND,0,MCA,289017,59862,999999
